review,general
enak sihbagustapi kamar mandi bau bangetsampe ga tahan baunyatolong baik gimana cara gak bau,pos
kamar lumayan baik layan kurang ramah,neg
layan minta sarap lebih pagi tdk kami laku syarat jam pagi baru ters,neut
murah nyaman dekat kampus banyak makan minus shower nya suka error mending ganti model biasa berat kepala shower nya minus dua wifi masuk kamar,neg
kamar bagus fasilitas sprti hotel ga nyangka sprti cuma waktu mau check in lama yg jaga ga tau kalau adayg pesan kamar telpon sana sini klo bs list tamu ada jaga jd lgsung tau tdk lama,neg
kamar lumayan luas enak nyaman layan tpi syng dlm kamar msih kotor tempat sunyi soal jauh dalam tempat,pos
lumayan lah buat harga inap yg ga terlalu mahal tempat tengah kota tempat bersih gak bising cocok buat istirahat saran aja nih yaa tv nya terlalu tinggi jadi gabisa tonton gambar kayak gelep gitu hehe over all sih nyaman wifi nya ga tapihiks buat anak kuliah yg mau traveling backpaker reccomended nih bawah ada tempat laundry an nya lumayan tidur sambil nunggu baju laundry hihi kemaren siih aku kesana sen kamar buat org temennya ga jadi karna tinggal pesawat jadi sendiri sepi hening,pos
kecewa sama layan aplikasi jam chek in jam tpi pas sampe sana jam blm chek in alas tentu kamar yg kotor sprei yg sperti blm cuci lantai kamar yg cecer air pas pertama kali masuk trs yg parah sama sekali gak ada alat mandi sama sekali handuk pasta gigi sabun harga murah tp kecewa,neut
semua bagus saja orang rokok luar ruang asap msh cium sampe dlm kamar,pos
acnya kurang dingin wifi gak,neg
kamar kurang bersih air nya kecil sering mati banyak nyamuk area nya berisik banyak anak anak muda berprilaku kurang senang ac lumayan dingin layan cukup baik,neg
bersih rapi cuma gak dpt snack biasa snack kamar,neut
kamar bagusrapibersih wangi sayang kamar saya tempat ac nya tdk dingin air panas nya makan enak porsi nya di takar,neg
layan kurang sopan tertawa bahak bahak tatap remeh tamu,neg
kamar luas lengkap tv nya tv tabung siar lokal,neg
kamar kotortidak tissue tempat sampah lampu tidur kamar matiselimutnya tengah badan,neg
nyaman masuk aja sih sarung bantal di ganti tiap hari yaa yg lain baik,pos
makan kurang muas wifi susah connect,neg
kelola lapang komunikatif kamar mandi kotor banyak kuning keramik ac kurang dingin channel tv batas kelola lapang jarang tempat tidak tempat namun sesuai harga ribu,neg
hotel sih lumayan bagus ac nya panas banget tidak set up property airy sama sekali mulai amenities bantal sarung makan itu layan kurang waktu fo komplain,neg
seprei banyak nodaac dinginreception pagi sangat sopan,neg
bersih kamar mandi kamar sangat kurang sekalitidak sesuai dgn foto,neg
desain suka bal bgt makan murah lumayan lama sampai wc nya rem sih kotor wc nya pasir pw sih hotel buat santai kursi depan,neut
kurang bersih layan kurang bagus,neg
alat mandi lemari tv rusak bisa pakai,neg
bonus makan sisa biskuit minum tidak,neg
kmr mandi kotorcloset kotorsarapan box tdk siap,neut
kamar kurang bersih tikus dalam kamar sempat gigit jempol kaki,neg
pelayananya ramah sayang wifinya susah,neut
minus nya ac nya lama dingin nya,neut
tv ndak sinyal,neut
kamar sesuai yg foto sarap pg ny lmyn chek in cpt n ga pk deposit kurang ny gang ac gak on keran wastafel kluar ny kecil yg ok lah,neg
sesuai expektasi layan bagussarapan enak kmr bersih tp ac kurang dingin,neg
layan nya kurang ramah tidak sahabat,neg
kamar nya enak luas wifi kencang cuma gak dpt kotak makan khas airy yg,neut
kamar panas lantai kamar kotor alat housekeping letak lorong hotel,neut
layan baik tp ga air panas,pos
awal cuma ken coba bukti review nih hotel dantaraaaaaternyata bener nginep dsini ga nyaman mulai dr kasir yg ga ramah sama sekali ga pasang senyum please deh klo lg badmodd pms better ambil cuti ga cs yg stay tempat jd kudu cari dulu ac kamar yg ga dingin kamar ga bs kunci jg makan yg buat sya pribadi kurang enakand finally terima kasih buat tamu yg uda bagi alam,neg
kamar ready kurang bersih,neg
ada wifi gratis di kamar terima kasih,neg
staff ramah kamar kurang clean,neg
kesan pihak hotel kenan beri makan sahur ganti sarap waktu inap sini bulan ramadhan perlu baik sekira handuk perlu ganti plafon perlu cat ulang bersih plak hitam mungkin kamar perlu cek ulang seperti air ac bocor tetes kamar lebih baik,neg
kamar nyaman tema vintage saja air bau karat,pos
layan baik fasilitas sesuai harga saja ac berisik,pos
sarap enak ruang luas kekuranngannya ada tv kabel,neg
sprei kasur handuk kurangp bersih tetapiklo lebih bersih tambah oke,neg
toilet bau,neut
kamar saya beda gambar jendela kamar mandi bau kurang sedap pintu jg trouble,neg
beyond expectation guna kupon diskon properti sangat worth it kamar sangat bersih rapih luas lengkap kompor elektrik sedia kamar cocok long stay suasana sangat nyaman tenang layan sangat baik duct buang kamar mandi kotor sekali banyak bekas residu sabun rambut,neg
bedsheet kotor penuh noda tampak pernah cuci handuk putih kuning bantal biru kotak merk airy tidak sarung kesan kotor,neg
ga kasih alat mandi handuk ga kasih air mineral ga wifi itu,neut
lokasi strategis layan baik ac dingin kamar cukup luas kamar kotor kamar mandi bau sarap nasi goreng telor ceplok gak roti tawar bangun kurang awat kes kuno,neg
kurang nyaman shower closet duduk ada kurang bersih kesan,neg
baik memuaskanmsh krg jam waktu check in sdh masuk kamarnamun pas br masuk kmr toilet closedmsh kotor keset dpn toilet jg kotor,pos
sepray kasur bantal ganti bau apek kamar mandi alat awat,neg
tilet kurang bersih,neg
kamar sedikit bau lengkap lengkap air minum snack sabun mandi odol sikat gigi kamar mandi nyaman ac kamar terlalu dingin seluruh baik makasih airy room,neg
harga sih murah tempat tenang teduh kolam renang ac bedcover sprei asa cuci kamar mandi alir tdk lancar krn sistem alir lbh tinggi lantai debu botol minum bekas inap belum di kamar harus buang moga lbh tingkat ya,neg
sangat sempit tugas jaga peras,neut
tv gx ad chanel toilet masalah,neut
wifinya payah breakfeastnya payah water dispenser rusak tamu bs buat teh atw kopi sndripelayanannya lumayan kamar bersih tempat sampah keset kaki perlu perhati kebersihanx overall banyak kurang perlu banyak baik,neg
tv kurang fungsi dgn baik over all good,neg
sangat kecewa layan ramah yg antar beri kursi baso telah lihat kamar kamar dada yg tadi dapur sesuai foto kamar mandi air panas gantung tak ada bahkan lampu kamar bisa d mati karna saklarnya ada di kamar sesal sen sini payah,neg
senang lokasi dekat bagai resto tempat makan kfc richeese pizza hut dekat indomaret parkir oke sayang akhir sana wifi sedang basa,neg
layan muas cuman bantal airy kotor tidak d cuci tempat simpan bantal biru airy kotor,neg
bagus kurang bersih aja mgkn dlm renovasi shower nya rusak,neg
bad cover ny bau,neut
wifi gak jalan terlalu baik overall bagus,pos
ac dingin,neg
layan enak sih mbak ramah kurang sopan masa tamu anggap teman sendiri panggil nama tau ada atur terus yg bantu login wifinya malah koko yg punya bukan layan btw thanks,neg
kamar besar nyaman mungkin lembab jadi spot tentu di ujung dinding warna hitam itu resepsionis maupun kamar mandi semua baik,neg
kamar sangat sesuai gambar tampil kotor,neg
bantal enak kamar dingin keset ga lagi nha,neut
bersih kamar banyak nyamuk sprei kotor,neut
deposit terlalu besar kamar bau,neut
handuk kumal kamar mandi kurang bersih tisu kamar ada,neg
bagus sih cmn spring bed nya tdk empuk padahal kamer superior bkn standar wifinya jg kurang kuat sinyal,neg
semua baik channel tv yg mungkin bs baik,neg
tempat baik wifi sedang rusak waktu inap,pos
tempat strategis pusat kota tp kok gak dpt snack trus bau asap rokok,neut
tempat tenang cuma ac kurang dingin,neg
sangat kotor banyak semut selimut handuk kecil cleaning service nya gak mw buang sampah pdhal mlmdibiarkan aja nmpukseprei jg gj ganti klo gk suruh sih kmr gk bersih ulang nyapu sendiri saking bnyk semut klo keluar dikit dr pntu kotor bkn main nyesal airy,neg
kamar bersih sedikit bau ada jendela handle switch keran bath tub shower rusak jd tahan ingin guna shower handuk alat mandi sanitary lengkap kasih cemilan air minum wifi nya oke harga gin lumayan,neg
kurang stopkontak panas air kurang baik,neg
ac nya dingin d tambah ada ventilasi udara yg bkin pengap panas banyak nyamuk yg bkin nyaman,neg
kamar bau rokok air kamar mandi bocor kamar ac kurang dingin maaf komplain jaga kualitas,neg
air panas fungsi kamar mandi bau enak,neg
wifi baik yg satu sekali tdk internet satu tdk stabil sinyal,pos
tempat tidur aja yg nyaman kmr mandi kotor salur air buntu info receptionist plin plan,pos
tempat tidur nyaman bersih saja breakfastnya kurang variasi wifinya nyantol kamar letak hotel di tengah kota jadi jauh klo mau jalanjalan dekat stasiun mall sekitar hotel banyak warung makan thank you airy mungkin baik yg kurang kurang,neg
kondisi kamar sesuai harga sprei perlu ganti,neut
wifi matiair panas ga jalan ac ga dingin,neut
snack nya ga sampo sabun lengkap mandi ga sprei nya kumelkotor,neg
tempat nyamancuma ada keset depan kamar mandi ac nya berisik,neg
bagus murah sesuai harga snack gratis kamar mandi kotor sama gaada gantung baju,pos
kamar lengkap air panas chanel tv ny ada yg clear ngga jelas,neg
kamar bersih nyaman perlu tingkat layan air panas mandi jika kamar nya view lebih baik,neg
nyaman tenang hny wifi nya gk fungsi jd susah buat komunikasi tlg tingkatkn layan,neg
wifi nya kurang stabil overall oke bagus bersih layan ramah helpfull,neg
kamar lumayan besartp sayang ada keset kamar mandinyadan air kecilserta ac kurang dingin di baik costumer puastrima kasih,neg
kecewa banget fasilitas airy eco sawah besar kartini jakarta semua fasilitas sedia pakai semua contoh telpon yg dalam kamar bis gun ac remot nya ada jd bisa atur suhu dingin remot tv pas baru masuk kamar tidak sedia,neg
sdh kali nginap airy grand trk mulawarman kamar luas bersih menu sarap agam cuma wifi lot kadang hilang trus cover closet lepas segera ganti baik kenyam tamu ks,pos
air asin kamar kurang bersih layan oke,neg
kamar banyak nyamuk kurang bersih,neg
sangat muas teman dtg jauh dr bogor hny bs singgah smp dgn jam dlarang rokok tugas na kurang ramah,neg
jangan pilih kamar sini layan kecewa bentak akan checkin alas nama blm terupdate kamar sangat kotor bersih banyak rambut wc ac mati tidak handuk cs airy tdk gubris komplain kami bahkan tulis surat baca koran untk properti asalasalan,neg
jangan bawa mobil pendek parkir cm basement curam sekali ga perlu senyum krna staff sini jg pelit senyum jam pagi kamar udah ketok mau bersih annoying banget fasilitas standar n lokasi di jalan ramai hati buat yg bawa anak,neut
kamar sih standard lah dg harga segitu sarap bisa terima tp ga tissue kamar bau rokok gda shampoo tp yang cuma buat tidur malem aja cukup,neut
kamar bersih air panas teesedia,neg
perlu tambah harum lemari overall kamar bersih banger nyaman fasilitas lengkap ac dingin kalau sedia line telepon mesan taksi letak cukup jauh jalan raya,neg
kamar hotel luas no breakfast no wifi staff ga ramah cenderung jutek mungkin krn tamu sedikit gaji kecil not recommeded ga bakal balik kamar mandi kecil pisah dgn toiletaneh,neg
kamar mandi di perhati bersih agak sedikit bau dn closet utama makasih,neut
bagusmumer bersihyg kurang cm air hangat buat mandi aja,neg
cukup baik kurang tamu di antar kamar satpam sangat ramah salur tv jernih sarap pagi enak selimut tebel pokok rekomen bgt lah,neg
nyaman yaa no snack and no drink,pos
dr luar bagus kolam renang balkon yg lgs kolam renang tp pas msk kmr sy dpt kmr no ac sering mati sendiri udara yg dikluarkan ac bau aroma bantal jg kurang sedap,neg
sungguh libur sangat kecewa layan sangat buruk staff tidak care guest hari inap masalah jadi hampir hp kena tetes air ac trouble mobil parkir serempet mobil guest saat security tanya jawab tidak tau,neg
overall baik kamar bau di lemari kecoa mati,pos
utk backpacker more than enough lah wifi di lobby tdk sampe kamar,neut
fasilitas dalam kamar lebih ekspektasi harga bawah ratus ribu tv ac wifi kenceng sncak pulaminusnya kamar mandi bersih jd kerak coklat lantai dinding kamar mandi bau sedap cium salur air kamar mandilokasi masuk jalan rayatp accessiblekemungkinan besar balik apabila perlu sby,neg
lumayan lah lg byk diskon cuma kondisi kunci kmr yg sy tmpi rusak jd manual batre ac abis tp,neut
bersih kurang,neg
kamar mandi bersih keluar bau enak hidung showernya rusak siar tv nya sedikit roomnya tidak ada jendela jadi pengap dalam moga baik lebih bagus,neg
cukup baik kok kamar yg dpt no window handuk kotorhuft lebih kaya ac air panas si oke aja,pos
cs ga selalu jd ga minta cemilan lalu kemaren kata handuk kalau ngak slh tp ga d kasih sabun mandi pas habis d akhir check out tv bisa d tontoj,neg
awal wifi bsgus hari wifi nya mati keseluruhanya,neut
ac panas dinding kamar rembes bocor air jd kamar lembab terang kamar tdk terang remang remang,neg
wifi sedia dgn yg ikan,neg
overall nyaman di kamar ac nya rusak jadi dingin,neg
ac dingin nampak kotor rekomendasi,neg
toilet kurang bersih bagus kamar agak bau pengap,neg
hot waternya hari pertama fungsi hari dua tidak fungsi siar tvnya kabur ac kurang dingin,neg
memang sangat murah saya sayang bersih khusus kamar mandi seperti berbulanbulan bersih disiramsiram memang sarap ada seperti bekas kosx an sudah jadi inap murah,neg
snack ada kotak kosong air mandi air apa asin,neg
wc bau,neut
kamar pernah bersih,neg
kamar yg dapat terlalu bersih,neg
layan baik ramah tv nya terlalu kecil,pos
lumayan murah ac dingin kamar mandi kurang bersih lingkung kamar kurang bersih,neg
fasilitas lengkap layan oke kolam renang kurang bersih dapat snack airy dulu lebih keren kalau slippers,neg
sederhana cuma acnya salah pasang tuh jadi ngaruh ruang,neg
ac ny panas,neut
so bad kamar nya jorok bgt bnyak srng labakmr mndi gk d ksih tissue toilet gk keset chek,neg
nyaman banget kamar nya sayang wifi nya lg bermsalah,pos
ruang bersih cuman bau karbon makan enak layan bagus,pos
kamar mandi kes kotorkondisi kamar tuasarapan kurang variasiair panas adakloset kotor,neg
layan kurang layan kurang cepat tanggap,neg
layan ramah hotel baru kamar mandi besar sayang air panas malem nyala kecewa ini,neg
tingkat bersih,neg
air panas bullshittttt,neut
ac kurang dingin overall puas,neg
semua hanya perlu tingkat lg bersih lantai kamar handuk staff ramah sigap good job kalau airy sedia kamar yg breakfastnya bisa coba food beveragesnya bgm,neg
kejut snack tarik sayang bedcover nampak noda,neut
wifi nya konek jaring internetnya lot,neg
kamar nya kotor gelap lantai nya tidak pernah pel,neg
kamar bagus bersih dapet breakfast lumayan banyak pilih cuma air kamar mandi nya bau warna kuning,neg
tembok kamar kotor channel tv buruk gak nonton byk semut ada snack airy suasana kamar bukan airy style biru putih,neg
wifi ga nyampe kamar lantai gambar tv banyak semut,neut
kamar bau seprei sarung bantal bauk sekali bau keringat ganti handuk sedia hujan jam depan banjir bisa lewat,neg
layan baik ramah bersih sprei sma bantal aja yg perlu baik krn warna nya coklat,pos
hotel bgs viewnyatapi ac mohon baik dingin tamu tambah betah,pos
bersih tingkat,neg
susah hubung wifi lantai tugas hotel ramah,neut
kamar bagus fasilitas lengkap baik beri wangi hilang bau kamar,neg
trmpat tidur rusak kamar mandi kotor,neut
ac dingin kunci kamar bisa pakai habis tap card tiap keluar masuk kamar panggil tugas kamar byk ngengat kecil yg bikin gatal,neg
tempat tidur nyaman kamar bersih air panas layan ramah kamar mandi bersih malam yg sangat nyaman tpi sayang tv nya antena gak bagus nyala tv nya banyak semut,pos
air bau karat kamar banyak nyamuk siar tv bukan siar tv kabel wifi masuk kamar park,neg
tempat tidur kotor bantal bau semua buat badan jadi gatal kayak banyak hewan jadi bisa tidur nyenyak tempat parkir terlalu sempit harus titip lahan parkir ada sebrang hotel,neg
handuk tidak layak pakai showernya bocor,neg
tempat nyaman layan bagus,neg
overall nyaman tv kabel lost connection terus,pos
sprey bantal guling kurang bersih kamar nyaman tenang,neg
ac kurang dingin lantai kamar mandi mohon bersih sblm tamu datang,neg
harga yg murah dg nyaman bersih ok include sarap prasmanan lokasi dekat jl lingkar utara masuk jalan buntu jd gak berisik suara kendara parkir mobil luas minus minim staff yg layan gak yg bantu,neg
tempat seluruh baik rapi bersih hot shower tak sedia,pos
lokasi bagus kondisi kamar cukup prihatin mulai bau apek ac berisik cat dinding kamar kelupas banyak noda lengkap mandi handuk sikat gigi tabung siram kloset fungsi ada kursi dalam kamar sarap satu pilih nasi menu makan siang ini wajar ingat harga yang paling murah kelas hotel bintang yang ada di medan,neg
kamar mandi kotor lampu kamar mandi gelap wifi ngk lancar layan baik sih,neg
tempat nyaman cuman ac nya aja kurang dingin,neg
kamar bagus rapi enak ac nya aja kurang halus suara sama layan kurang muas kalau sarap guest minta apa harus sudah sedia,neg
tisu bekas langgan belum,neut
overall bagus nyaman cuma barang yang tinggal pihak hotel bilang kalau barang tinggal,neg
ranjang kotor sekali banyak bercakkamar bautoilet cukup bersih,neut
air panas susah sedikit banget cuman menit abis langsung room sih,neut
kamar kurang bersih ac kurang dingin mungkin hotel lama,neg
tempat tidur kotor bercak darah debu ac bisa dingin kamar mandi tidak bersih handuk minta dulu baru kasih itu salah satu handuk dalam ada lembab inap sempat mati lampu ketika malam lampu tidur dadak rusak lantai vinyl rusak lantai lengket lem kemanamana kecewa,neg
kamar bersih unik sayang posisi tempat tidur atas gitu jd stiap tinggal barang naik dlu trus kalau toilet hrus trun tangga naik turun tangga bkin capek trus pas awal dtang ac g dingin trus tanya mba sana kata rusak tunggu service nya datang pas tukang service datang nyata ac nya g rusak,neut
layan nya kurang muas di tnya air panas muka nya rengut cara paksa bantu,neg
kotor ada air jorok nyaman,neg
tempat nyaman tp milik rada reseh hehehe,pos
menu sarap kurang variasitp enak rasa makan nya staff ramah air panas d kamar panaspelayanan okeh banget,neg
sedia setup airy minta dulu kamar remangremang kamar mandi sangat kotor shower sedia air panas,neg
inap hari tpi hari dua kamar di sih siar tv banyak wifi trsambung kecewa dech,neg
siap pulang udah ketok sm mas yg nanyanya kurang ramah handuk cuma kasih satupintu kmar mandi gbs tutup,neg
layan lebih baik,pos
lihat kamar kurang bersih yaa belakang kursi meja ada debu,neg
fasilitias oke seprei tdk ganti better bungkus spt gigit tikus biji belakang bantal,neg
tempat tidur kotor,neut
kamar bagus bersih cuman dapet yg jendela air terlalu panas gak pake air dingin air yg keluar sedikit overall kalo buat malam sih cukup lah,pos
mandi ada air panas,neg
semua baikndr segi fasilitas layan minus ac yg kurang dingin,neg
kamar bersih jadwal breakfast biasa belum apa shower mati handuk ada wifi ngadat kecewa,neg
ac dinginair panas pungsi,neg
kamar bau,neut
bersih nya kurang,neg
kamar nyaman tenang bersih kamar mandi lumayan lah dapet snack air mineral lengkap mandi dari airy sayang waktu wifi sering disconnect sendiri jadi ga internetan pake wifi,neg
kamar nya kotor sempithanduknya tipis bau air manikamar mandi nya banjir air lama mengalirsaya langsung cek out lihat kondisi kamarnyapokoknya gak recomended bangetttttnyesel ga sesuai sama foto tipu bgttt kapok deh,neut
suka banget sayang kemarin kamar agak sedikit kurang bersih bau,neg
semua oke tidak dapat snack sesuai tawar breakfast dar,neg
positif lokasi strategis semua airy hotel pernah kunjung cuma sini kamar tidur bersih hari handuk ganti hari camil air minum lengkap mandi kasih hari jadi lama hari sana dapat cemilan air minum lengkap mandi set tugas ramah lokasi strategis sekitar hotel banyak jual makan overall oke banget buat harga segitu bersih memang benar jaga recommended banget deh negatif krn ga lift jadi naik tangga waktu pertama kali datang angkut tas ransel koper sendiri lantai padahal tugas lihat engah henti tiap tangga per lantai krn berat angkut barang tetap ga dibantuin air panas nya ga hidup area meja ga lampu jadi mau kerja ga karena gelap,neg
koskosannya lumayan jorok sprei tempat tidur dekil warna putih,neut
sesuai pesan pesan yg double d kasih yg twin ac kurg dingin langsung chekout hari juga resepsionis kurg komunikatif,neg
kamar terang ac kurang dingin kamar mandi trlalu kecil wifi rusak lingkung hotel asyik sih sarap enak dkt hotel nama nasi uduk bu maya belah alfamart,neg
tempat nya seram layan kurang ramah,neg
lumayan wifi jelek lokasi lumayan,neg
kalau minta buku nikah di awal pas check in bukan tengah malam,neut
perlu baik layan kurang ramah lengkap handukair minum snack dr airy tdk kasih walaupun inap lebih dr,neg
sayang ac tidak dingin tp seluruh sih bagus,neg
layan airynya kurangsaat datang ting bukan ting airymasih settingan hotel biasa,neg
tempat tidur ganti kamar kotor bekas sampah cemilan di samping tv,neut
kamar luas restoran kolam renang layan kamar sayang kamar kotor lembab lingkung kotor kamar mandi kotor air kecil bau lokasi kamar parkir cukup jauh itu mobil golf stand by terus antar jemput tamu sulit pas check out angkat barang sendiri jalan jg gak friendly bwt gerek koper,neg
tempat kurang baik bantal nya bau gak welcome snack pnyambutannya gak ramah,neg
bersih kamar harga hanya mohon baik ac kamar bocor sdh on bbrp jam tidur ganggu krn tiba ac panas tdk fungsi krn bocor tsb air minum yg beri rasa asin krn bukan dlm kemas botol plastik segel dgn teko moga perhati utk baik terima kasih,pos
layan kurang tanggap,neg
sarap pagi enak sayang kamar bau asap rokok bersih kamar kamar mandi perlu tingkat resepsionis ramah tenkyu,neg
semua baik rekomended wifi gak jalan,pos
lokasi jalan kramat masuk gang kecil jadi sulit ditemukanplang nama airy harus pasang tepi jalan kramat mudah temu air panas kadang fungsi kadang,neg
memuaskancman satu pihak hotel kurang ramahyg smua ny bagus,neg
kamar yg nyaman fasilitas nya baik semua tambah sedia wifi kualitas baik namun satu yang perlu baik ukur handuk yg terlalu kecil baik sedia handuk yg ukur sedang,pos
tdk air panas utk mandi,neut
lumayan bagus pas lagi buru mau bandara pagi eh nyata pagar kunci milik ga di sekitar lorong jadi teriak ngetokin kamar buat nanyain milik fiuh,pos
acnya kurang dingin tv channel rata ngilang,neg
kotor debu tdk henti bersin awal masuk kamar kesan kamar kumuh wifi rusak lgsg check out,neut
tempat strategis deket mana luas agak jorok,neut
lantai kamar mandi licin sedia shower cap pintu kamar mandi gagang beratsulit putar khawatir bisa dibukaterkunci dalam alangkah baik sedia tunjuk arah kiblat dalam kamar,neg
wifi bisa connect,neg
air panas shower ngak,neut
wifi sampai kamar air panas jalan,neg
air kecil tempat jorok bau kotor sprei sarung bantal ganti tidak ada tempat parkir not recomended,neg
ac dingin kamar mandi bau,neg
toylet kurang bersih,neg
kamar pengap spray pernah ganti bekas rokok jendela bisa kunci banyak nyamuk,neg
keren bersih hx sj lupa ganti handux lupa dbersihkn selebihx oke,neut
kamar bersih tp sayang wifinya sampai kamar tayang televisi buremgambarnya jernih hampir smua chanel,neg
salur tv cmn channel lokalsnack sesuaikurangwc baukarena kostan jd berisik malam hari kemudian selimut tipis pulaplus nya resepsionis ramah,neg
kualitas tempat baik bersih yang perlu benah wifi nya soal sinyal hape sini jelek,neg
hotel bersih bagus kamar yg dapet hot shower nya rusak jadi gak mandi air panas overall oke,pos
air panas sering mati wifi rusak csri mskan susah,neut
wifi hidup air bau layan kurang baik mirip ngekost,neg
ada layan tonton televisi lain muas oke,neg
kamar jorok bau nginap hari sama sekali ngak bersih waktu minta tlg sih penjagany,neut
dapat kamar lantai namum datang tak orang tugas bantu antar bawa barang bawa anak kecil kami juga alami air tidak fungsi saat sedang mandi untuk konsumsi sarap varian rasa mohon tingkat terimakasih,neg
fasilitas wifi tp dapat guna shower sedikit rusak,neg
kamer nyaman kolam renang tp kamer mandi mohon kasih pewangikamper,pos
kamar mandi nya kurang bgs air nya kecil wifi adbanyak tikus,neg
baru kecewa sama airy rooma lokasi susah cari tempat sesuai alamat tera ada tanda tempat airy rooms lain ada snack maupun minum airy rooms yg pernah tempat,neg
muas ac nya berisik,neut
air panas rusak banyak bercak noda sprei di bangku,neg
nyaman kamar luas tp ada free snack,neg
tempat tidur nyaman toilet kurang bersih,neg
lantai tempat tidur kurang bersih akses sulit lain sangat baik,neg
ac dingin ada sendal hotel wasteful air mati lai oke view bagus,neg
bersih kamar toilet layan resepsionis toilet kotor lantai kuning bungkus kondom yg bersih,neg
buruk siar tv chanel view jendela ada lobby area masuk tuju lift beranta kunci pintu manual sesuai foto,neg
ac mati ada keset layan kurang,neg
semua bagus kalo pilih channel tv lebih banyak tambah oke,pos
staff ramah cepat tanggap kamar bersih sayang sinyal wifi kurang jangkau kamar,neg
resepsionis ramah hotel lumayan harga segitu dpt harga murah rbmlm saja kamar mandi rada kotor tp lokasi cukup strategis,neut
lantai licin kotor kamar mandi kotor sinyal hp susah wifi resepsionis nya jutek colokanya susah jangkau lain oke,neg
kamar sudah lama d guna bnyak sarang laba lembab,neg
layan ramah bersih kurang sama wifi jelek air kamar mandi sering mati,neg
layan makan enak lengkap kamar baik sayang ac kurang dingin lama dingin handuk agak smelly kompensasi kolam renang,neg
good tp kurang air panas fungsi,neg
suasana kamar nyaman bersih sayang pas nginap air panas trouble udah komplain k tugas tp tangan nya lama,pos
sedia air sini benar banyak milik bau tidak enak posisi kamar tidak luas tidak mungkin bagai umat muslim jalan ibadah perlu perhati kena bersih tempat tidur toilet karena tempat tidur dapat bekas rambut unjung belum juga toilet dapat bekas sabun sikat gigi unjung belum pada mandi kelabang tiba muncul tempat cocok orang backpacker utama budget,neg
wifinya kurang kenceng malah dapet sama sekali terus pintu lemari suka copot,neg
not good ramah pelayananya,neg
neng bgt dapet snack tambah airy lokasi hotel bagus dekat pusat kota cuma kurang empuk sedikit bantal hihi,neg
baik tp mohon baik salur tv,pos
sedia air minum cemilan dalam kamartidak biasa,neg
good snack stiap kamar cm syg pas dpt kamar ac nya gak dingin sm sekali lebih keren langgan dsini,neut
scr seluruh baik kamar bagus bersih layan jg muas yg perlu baik fasilitas air panas krn kamar yg sy tempat tdk fungsi sbg mana mesti terima kasih airy room,pos
inap yg dua kali suka kamar nya sprei nya kok kotor kaya yg d cuci,neut
wifi sampai kamar,neg
inap airy puas bngett pelayanany ramah cumn ini kamar mandi bauaer panasy ga nyalaga tempat sampah kamar ga snackpadahal nginep airyroom selalu ain,neut
big towel ready tamu cek in untuk receptions nya stand by loby bersih kamar kurang baik,neg
kamar rada kotor banyak debu kotor,neut
ada hot shower,neg
furniture baik ganti baharu kamar mandi kurang bersih,neg
kamar bersihmalah terlalu luasjadi kaya kosong gitu suasana nyacuman bau kmr apek tdk semprot harum baru masuk terang kurangmenu sarap sesuai harga kmrbisa maklum,neg
sarung bantal seprai selimut lagi putihtrus dinding sdh banyak lumutyg ok,neg
layan baik jaring wifinya kurang baik,neg
jaga nya ramah kamar kurang bersih lantai nya kotor,neg
alir air kamar mandi mampet jadi abis pakai air genang bau,neut
kamar mandi saya kurang yaa sih tp utk air panas lama sekali tunggu nya shower nya miring ok lahdgn harga relatif murah jangkau thanks for airyrooms,neg
perabot kamar lapuk hampir roboh perabot kotor kena sundut rokok lantai debu sapu sprei tata rapih welcoming snack tidak lengkap handuk bau tidak ganti,neg
beberapa laci meja tv meja rias banyak rambut mungkin rambut unjung belum overall rapi bersih free snacks free flow water toiletris sayang jaga kurang informatif misal dapur umum tidak informasi lebih detail bisa guna tamu inap tidak,neg
lemari kamar tlg biar ga debu banyak remah remah bangun,neut
tempat terlalu jauh jangkau wiifi sampai kamar air panas kamar mandi fungsi baik,neg
kamar fasilitas baik cuman gk coklat bang bang,neg
sarap biasa bersih kurang,neg
ada selimut kamar mandi kotor,neg
dua kali nginp sini suka sama suasana nyaman sekali teras jadi dudukduduk teras lihat pandang luar minus pas nginep sini sih sinyal wifinya lot gak kayak yg kemarin tp over all nyaman tenang ramah murah kualitas lebih dr harga wifi,pos
wifi payah sekali tugas kurang responsif wastafel buntu direspon baru hari ikut perhati,neg
overall oke cuma overpriced sama liat kaya udah lama gitu beberapa debu sama nyamuk serin,neut
overall kamar nya nyaman bersih tp lokasi dtulis alamat salah putar putar hampir salah rumah kamar bersih lokasi baik dekat bandara dekat convenience store alfamart tugas ramah waktu msk kamar bau lembab mgkn hrs perhati maintenance kamartermasuk ac kamar saya tidak dingin,neg
ac tdk dingin sdh x lapor tdk ad tanggap sama sekali lantai keramik byk yg rusak,neut
tempat enak adem banget sangat susah signal tidak ada water heater jd gak mandi air hangat,neg
adalah x sy pakai airykesan memang beda layan hotel berbintangbut finekaget surprise neng bngt dpt box meal free pulakebersihan kerapihan kamar keren dexhapalagi kamar mandi bathup mantabbb wessayang ac kurang dingintv mati hidup swndiri ulang bahkan respon receptionist burukinternet juelek polllllumayan aja wes,neg
